ticket_id,created_at,channel,customer_id,language,subject,body,product,priority
T000934,2025-12-23T15:15:00,whatsapp,CU00866,ar,Need help,Order delayed and I need update.,shampoo,low
T000935,2025-11-12T13:37:00,webform,CU00024,ar,Question,I want to refund my last order.,serum,normal
T000936,2025-12-10T11:01:00,call_center,CU00397,ar,Order problem,Order delayed and I need update.,perfume,low
T000937,2025-11-15T12:48:00,email,CU00015,ar,Order problem,How to use this product and is it safe for sensitive skin?,foundation,normal
T000938,2025-12-07T21:45:00,webform,CU00995,en,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,low
T000939,2025-11-17T17:42:00,webform,CU00144,en,Question,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000940,2025-11-09T01:32:00,webform,CU00290,en,Request,Order delayed and I need update.,lipstick,normal
T000941,2025-12-16T08:46:00,email,CU00187,en,Order problem,I want to refund my last order.,serum,low
T000942,2025-11-30T16:50:00,webform,CU01175,en,Need help,Promo code not working.,serum,low
T000943,2025-12-03T04:02:00,email,CU00431,en,Question,Order delayed and I need update.,gift_box,high
T000944,2025-11-09T04:29:00,email,CU00993,en,Order problem,Promo code not working.,perfume,low
T000945,2025-12-01T17:01:00,email,CU00578,en,Request,I want to refund my last order.,foundation,low
T000946,2025-12-06T10:38:00,call_center,CU00971,ar,Request,I want to refund my last order.,shampoo,normal
T000947,2025-12-06T11:47:00,email,CU00471,en,Question,Order delayed and I need update.,serum,high
T000948,2025-12-21T03:18:00,call_center,CU00850,en,Need help,"I received damaged product, what can I do?",foundation,high
T000949,2025-11-13T03:54:00,call_center,CU00896,ar,Question,Promo code not working.,foundation,high
T000950,2025-12-14T15:51:00,call_center,CU01172,ar,Question,How to use this product and is it safe for sensitive skin?,gift_box,high
T000951,2025-12-13T06:47:00,whatsapp,CU01027,ar,Question,Promo code not working.,perfume,high
T000952,2025-12-05T00:11:00,whatsapp,CU00031,ar,Complaint,I want to refund my last order.,serum,normal
T000953,2025-11-05T15:19:00,whatsapp,CU00047,ar,Order problem,I want to refund my last order.,foundation,high
T000954,2025-11-17T11:38:00,call_center,CU00185,en,Question,Order delayed and I need update.,foundation,normal
T000955,2025-12-21T13:28:00,webform,CU00815,ar,Complaint,"I received damaged product, what can I do?",gift_box,low
T000956,2025-11-10T18:14:00,whatsapp,CU00316,en,Request,How to use this product and is it safe for sensitive skin?,shampoo,normal
T000957,2025-12-01T02:07:00,email,CU00668,en,Request,Promo code not working.,shampoo,normal
T000958,2025-12-19T22:31:00,email,CU00405,ar,Question,"I received damaged product, what can I do?",lipstick,normal
T000959,2025-12-17T11:26:00,email,CU00433,en,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,high
T000960,2025-12-18T18:19:00,webform,CU00604,en,Complaint,I want to refund my last order.,gift_box,low
T000961,2025-12-08T17:04:00,whatsapp,CU00260,en,Order problem,I want to refund my last order.,foundation,normal
T000962,2025-11-06T18:41:00,webform,CU01010,en,Need help,Order delayed and I need update.,foundation,high
T000963,2025-11-20T07:34:00,whatsapp,CU00514,ar,Question,Order delayed and I need update.,perfume,high
T000964,2025-11-24T00:23:00,call_center,CU01055,ar,Complaint,Promo code not working.,shampoo,high
T000965,2025-11-09T09:18:00,email,CU00128,en,Order problem,"I received damaged product, what can I do?",shampoo,low
T000966,2025-11-29T18:39:00,email,CU00487,en,Request,"I received damaged product, what can I do?",perfume,normal
T000967,2025-12-08T00:17:00,whatsapp,CU00790,en,Question,How to use this product and is it safe for sensitive skin?,foundation,high
T000968,2025-11-22T11:33:00,email,CU00951,en,Order problem,Promo code not working.,lipstick,low
T000969,2025-12-27T09:00:00,email,CU00535,ar,Question,Order delayed and I need update.,perfume,low
T000970,2025-11-25T22:45:00,call_center,CU00948,en,Question,Promo code not working.,serum,low
T000971,2025-11-21T16:21:00,webform,CU00907,en,Question,I want to refund my last order.,lipstick,low
T000972,2025-12-29T16:14:00,email,CU00316,en,Complaint,Order delayed and I need update.,foundation,high
T000973,2025-12-29T07:58:00,whatsapp,CU00899,en,Need help,"I received damaged product, what can I do?",perfume,high
T000974,2025-11-08T20:23:00,whatsapp,CU00662,ar,Request,Order delayed and I need update.,foundation,low
T000975,2025-11-18T13:05:00,webform,CU00683,ar,Request,I want to refund my last order.,perfume,normal
T000976,2025-11-17T09:07:00,whatsapp,CU01095,en,Order problem,Order delayed and I need update.,foundation,high
T000977,2025-11-19T05:50:00,email,CU00835,ar,Need help,"I received damaged product, what can I do?",serum,normal
T000978,2025-11-30T08:04:00,call_center,CU00480,ar,Need help,I want to refund my last order.,perfume,high
T000979,2025-11-23T08:38:00,webform,CU00414,en,Request,How to use this product and is it safe for sensitive skin?,gift_box,high
T000980,2025-12-11T15:32:00,email,CU00469,en,Request,Promo code not working.,perfume,high
T000981,2025-12-11T23:47:00,email,CU00780,ar,Question,How to use this product and is it safe for sensitive skin?,foundation,low
T000982,2025-12-19T07:21:00,whatsapp,CU00432,ar,Need help,I want to refund my last order.,perfume,normal
T000983,2025-12-01T22:29:00,webform,CU00497,ar,Question,I want to refund my last order.,shampoo,normal
T000984,2025-11-21T11:38:00,whatsapp,CU00084,en,Order problem,I want to refund my last order.,perfume,high
T000985,2025-11-11T03:10:00,whatsapp,CU00034,en,Need help,"I received damaged product, what can I do?",foundation,low
T000986,2025-11-28T23:57:00,email,CU00121,ar,Request,I want to refund my last order.,shampoo,low
T000987,2025-12-26T23:38:00,webform,CU00691,en,Question,Promo code not working.,gift_box,low
T000988,2025-12-07T07:57:00,whatsapp,CU00027,en,Request,"I received damaged product, what can I do?",perfume,low
T000989,2025-11-28T02:45:00,whatsapp,CU00818,en,Question,I want to refund my last order.,shampoo,high
T000990,2025-12-30T12:51:00,webform,CU00720,ar,Order problem,"I received damaged product, what can I do?",gift_box,normal
T000991,2025-12-19T04:11:00,webform,CU01049,en,Question,Promo code not working.,lipstick,normal
T000992,2025-12-11T21:54:00,whatsapp,CU00390,en,Need help,Promo code not working.,shampoo,low
T000993,2025-12-23T16:33:00,call_center,CU00143,en,Order problem,"I received damaged product, what can I do?",serum,low
T000994,2025-12-30T11:51:00,email,CU01028,ar,Question,Order delayed and I need update.,shampoo,low
T000995,2025-12-27T11:39:00,whatsapp,CU00340,en,Order problem,How to use this product and is it safe for sensitive skin?,serum,high
T000996,2025-12-02T00:25:00,email,CU00107,ar,Complaint,I want to refund my last order.,gift_box,high
T000997,2025-12-14T13:48:00,call_center,CU01010,ar,Need help,How to use this product and is it safe for sensitive skin?,perfume,high
T000998,2025-11-25T03:06:00,call_center,CU00261,ar,Complaint,Promo code not working.,gift_box,low
T000999,2025-11-10T11:14:00,email,CU00146,ar,Request,How to use this product and is it safe for sensitive skin?,gift_box,low
T001000,2025-11-02T07:00:00,call_center,CU00117,en,Complaint,Order delayed and I need update.,perfume,high
T001001,2025-12-20T21:23:00,whatsapp,CU01049,en,Request,How to use this product and is it safe for sensitive skin?,foundation,normal
T001002,2025-11-05T05:55:00,call_center,CU00515,ar,Complaint,How to use this product and is it safe for sensitive skin?,foundation,normal
T001003,2025-11-01T10:46:00,webform,CU00631,ar,Complaint,Promo code not working.,perfume,high
T001004,2025-12-27T18:26:00,call_center,CU00013,ar,Question,Promo code not working.,lipstick,normal
T001005,2025-12-07T05:53:00,call_center,CU00588,en,Order problem,I want to refund my last order.,foundation,normal
T001006,2025-12-08T12:34:00,email,CU00112,en,Request,"I received damaged product, what can I do?",serum,low
T001007,2025-12-17T06:42:00,whatsapp,CU00137,ar,Complaint,I want to refund my last order.,gift_box,high
T001008,2025-12-20T11:56:00,whatsapp,CU00879,en,Request,Promo code not working.,serum,normal
T001009,2025-11-21T21:45:00,call_center,CU00063,en,Request,I want to refund my last order.,shampoo,low
T001010,2025-12-22T19:12:00,email,CU00836,ar,Complaint,How to use this product and is it safe for sensitive skin?,perfume,high
T001011,2025-12-14T22:12:00,webform,CU01040,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,normal
T001012,2025-11-16T18:35:00,webform,CU01025,en,Need help,Promo code not working.,foundation,low
T001013,2025-11-27T03:37:00,whatsapp,CU00831,en,Need help,Promo code not working.,gift_box,normal
T001014,2025-12-21T18:25:00,whatsapp,CU00142,ar,Need help,I want to refund my last order.,shampoo,normal
T001015,2025-12-28T08:05:00,call_center,CU00814,en,Need help,I want to refund my last order.,lipstick,normal
T001016,2025-11-26T23:05:00,webform,CU00691,en,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,high
T001017,2025-12-12T14:39:00,webform,CU00315,ar,Order problem,"I received damaged product, what can I do?",gift_box,high
T001018,2025-11-19T17:50:00,webform,CU00248,ar,Complaint,"I received damaged product, what can I do?",foundation,low
T001019,2025-11-27T23:05:00,webform,CU01140,ar,Order problem,Promo code not working.,lipstick,high
T001020,2025-12-05T01:05:00,email,CU00918,en,Order problem,I want to refund my last order.,serum,low
T001021,2025-11-17T22:58:00,call_center,CU00523,ar,Request,"I received damaged product, what can I do?",gift_box,high
T001022,2025-12-22T08:22:00,webform,CU00979,ar,Complaint,I want to refund my last order.,foundation,low
T001023,2025-12-09T07:19:00,email,CU00711,ar,Question,Order delayed and I need update.,serum,normal
T001024,2025-12-28T20:09:00,webform,CU00155,en,Complaint,How to use this product and is it safe for sensitive skin?,foundation,high
T001025,2025-12-10T01:56:00,call_center,CU00189,en,Order problem,I want to refund my last order.,serum,normal
T001026,2025-11-29T08:27:00,whatsapp,CU00924,en,Request,I want to refund my last order.,foundation,normal
T001027,2025-12-17T14:55:00,webform,CU00994,ar,Order problem,I want to refund my last order.,perfume,high
T001028,2025-12-30T19:22:00,webform,CU00380,ar,Question,"I received damaged product, what can I do?",serum,low
T001029,2025-12-11T05:05:00,email,CU00555,ar,Need help,I want to refund my last order.,gift_box,high
T001030,2025-12-30T05:30:00,webform,CU00756,en,Question,Order delayed and I need update.,gift_box,normal
T001031,2025-11-30T02:01:00,email,CU00077,en,Order problem,"I received damaged product, what can I do?",serum,high
T001032,2025-11-24T20:54:00,whatsapp,CU00035,ar,Order problem,Promo code not working.,perfume,normal
T001033,2025-11-24T20:11:00,call_center,CU00865,ar,Question,Promo code not working.,shampoo,high
T001034,2025-11-10T00:27:00,webform,CU00179,en,Complaint,How to use this product and is it safe for sensitive skin?,lipstick,normal
T001035,2025-11-25T04:52:00,whatsapp,CU01185,ar,Question,Order delayed and I need update.,foundation,normal
T001036,2025-12-14T22:44:00,whatsapp,CU01072,ar,Request,I want to refund my last order.,lipstick,normal
T001037,2025-11-21T14:42:00,whatsapp,CU00708,ar,Request,Order delayed and I need update.,lipstick,normal
T001038,2025-11-18T15:32:00,whatsapp,CU00357,ar,Complaint,Promo code not working.,perfume,normal
T001039,2025-11-24T17:23:00,email,CU00473,en,Complaint,I want to refund my last order.,serum,high
T001040,2025-12-03T21:54:00,call_center,CU00451,ar,Complaint,Order delayed and I need update.,perfume,high
T001041,2025-12-03T14:04:00,call_center,CU00563,ar,Question,"I received damaged product, what can I do?",gift_box,normal
T001042,2025-11-08T10:20:00,whatsapp,CU00457,en,Question,I want to refund my last order.,perfume,high
T001043,2025-11-17T09:49:00,email,CU00709,en,Request,"I received damaged product, what can I do?",perfume,high
T001044,2025-12-20T05:27:00,email,CU01193,en,Question,Order delayed and I need update.,lipstick,normal
T001045,2025-12-17T14:54:00,email,CU00703,en,Order problem,I want to refund my last order.,gift_box,high
T001046,2025-12-19T23:45:00,whatsapp,CU00041,en,Complaint,How to use this product and is it safe for sensitive skin?,foundation,high
T001047,2025-11-29T04:47:00,webform,CU00596,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,normal
T001048,2025-11-14T15:52:00,webform,CU00070,en,Need help,Promo code not working.,perfume,low
T001049,2025-11-02T17:03:00,webform,CU01080,ar,Complaint,I want to refund my last order.,lipstick,low
T001050,2025-11-12T00:57:00,call_center,CU01089,ar,Complaint,Order delayed and I need update.,gift_box,low
T001051,2025-12-16T08:36:00,call_center,CU00874,ar,Question,How to use this product and is it safe for sensitive skin?,perfume,normal
T001052,2025-11-18T10:43:00,whatsapp,CU00541,ar,Order problem,Promo code not working.,gift_box,high
T001053,2025-11-16T07:33:00,call_center,CU00200,en,Request,I want to refund my last order.,lipstick,high
T001054,2025-12-09T21:26:00,whatsapp,CU00835,en,Request,How to use this product and is it safe for sensitive skin?,lipstick,low
T001055,2025-12-18T12:35:00,call_center,CU00015,ar,Order problem,I want to refund my last order.,perfume,low
T001056,2025-11-10T05:05:00,call_center,CU00136,en,Question,Promo code not working.,perfume,normal
T001057,2025-12-03T16:10:00,email,CU00602,en,Need help,Order delayed and I need update.,lipstick,normal
T001058,2025-11-06T18:40:00,email,CU01103,ar,Complaint,Promo code not working.,gift_box,low
T001059,2025-12-26T02:54:00,whatsapp,CU00529,en,Question,Order delayed and I need update.,perfume,high
T001060,2025-12-19T20:36:00,email,CU00744,en,Need help,"I received damaged product, what can I do?",shampoo,low
T001061,2025-11-01T23:02:00,whatsapp,CU00065,en,Question,How to use this product and is it safe for sensitive skin?,shampoo,high
T001062,2025-11-29T10:32:00,whatsapp,CU01200,en,Question,"I received damaged product, what can I do?",perfume,normal
T001063,2025-12-16T02:31:00,webform,CU00219,en,Complaint,Order delayed and I need update.,foundation,high
T001064,2025-11-24T02:33:00,whatsapp,CU01080,ar,Question,I want to refund my last order.,serum,low
T001065,2025-12-09T17:41:00,call_center,CU00526,en,Order problem,Order delayed and I need update.,shampoo,high
T001066,2025-12-05T03:37:00,whatsapp,CU00073,ar,Question,Order delayed and I need update.,gift_box,normal
T001067,2025-11-23T01:14:00,whatsapp,CU00747,en,Request,I want to refund my last order.,lipstick,normal
